,Idade,Classe,Sexo,Sobreviveu,Família,Prioritário
437,24.0,2,feminino,sobrevivente,5,Prioritário
438,64.0,1,masculino,morto,5,Não Prioritário
439,31.0,2,masculino,morto,0,Não Prioritário
440,45.0,2,feminino,sobrevivente,2,Prioritário
441,20.0,3,masculino,morto,0,Não Prioritário
442,25.0,3,masculino,morto,1,Não Prioritário
443,28.0,2,feminino,sobrevivente,0,Prioritário
444,0.0,3,masculino,sobrevivente,0,Não Prioritário
445,4.0,1,masculino,sobrevivente,2,Prioritário
446,13.0,2,feminino,sobrevivente,1,Prioritário
447,34.0,1,masculino,sobrevivente,0,Não Prioritário
448,5.0,3,feminino,sobrevivente,3,Prioritário
449,52.0,1,masculino,sobrevivente,0,Não Prioritário
450,36.0,2,masculino,morto,3,Não Prioritário
451,0.0,3,masculino,morto,1,Não Prioritário
452,30.0,1,masculino,morto,0,Não Prioritário
453,49.0,1,masculino,sobrevivente,1,Não Prioritário
454,0.0,3,masculino,morto,0,Não Prioritário
455,29.0,3,masculino,sobrevivente,0,Não Prioritário
456,65.0,1,masculino,morto,0,Não Prioritário
457,0.0,1,feminino,sobrevivente,1,Prioritário
458,50.0,2,feminino,sobrevivente,0,Prioritário
459,0.0,3,masculino,morto,0,Não Prioritário
460,48.0,1,masculino,sobrevivente,0,Não Prioritário
461,34.0,3,masculino,morto,0,Não Prioritário
462,47.0,1,masculino,morto,0,Não Prioritário
463,48.0,2,masculino,morto,0,Não Prioritário
464,0.0,3,masculino,morto,0,Não Prioritário
465,38.0,3,masculino,morto,0,Não Prioritário
466,0.0,2,masculino,morto,0,Não Prioritário
467,56.0,1,masculino,morto,0,Não Prioritário
468,0.0,3,masculino,morto,0,Não Prioritário
469,0.75,3,feminino,sobrevivente,3,Prioritário
470,0.0,3,masculino,morto,0,Não Prioritário
471,38.0,3,masculino,morto,0,Não Prioritário
472,33.0,2,feminino,sobrevivente,3,Prioritário
473,23.0,2,feminino,sobrevivente,0,Prioritário
474,22.0,3,feminino,morto,0,Prioritário
475,0.0,1,masculino,morto,0,Não Prioritário
476,34.0,2,masculino,morto,1,Não Prioritário
477,29.0,3,masculino,morto,1,Não Prioritário
478,22.0,3,masculino,morto,0,Não Prioritário
479,2.0,3,feminino,sobrevivente,1,Prioritário
480,9.0,3,masculino,morto,7,Prioritário
481,0.0,2,masculino,morto,0,Não Prioritário
482,50.0,3,masculino,morto,0,Não Prioritário
483,63.0,3,feminino,sobrevivente,0,Prioritário
484,25.0,1,masculino,sobrevivente,1,Não Prioritário
485,0.0,3,feminino,morto,4,Prioritário
486,35.0,1,feminino,sobrevivente,1,Prioritário
487,58.0,1,masculino,morto,0,Não Prioritário
488,30.0,3,masculino,morto,0,Não Prioritário
489,9.0,3,masculino,sobrevivente,2,Prioritário
490,0.0,3,masculino,morto,1,Não Prioritário
491,21.0,3,masculino,morto,0,Não Prioritário
492,55.0,1,masculino,morto,0,Não Prioritário
493,71.0,1,masculino,morto,0,Não Prioritário
494,21.0,3,masculino,morto,0,Não Prioritário
495,0.0,3,masculino,morto,0,Não Prioritário
496,54.0,1,feminino,sobrevivente,1,Prioritário
497,0.0,3,masculino,morto,0,Não Prioritário
498,25.0,1,feminino,morto,3,Prioritário
499,24.0,3,masculino,morto,0,Não Prioritário
500,17.0,3,masculino,morto,0,Não Prioritário
501,21.0,3,feminino,morto,0,Prioritário
502,0.0,3,feminino,morto,0,Prioritário
503,37.0,3,feminino,morto,0,Prioritário
504,16.0,1,feminino,sobrevivente,0,Prioritário
505,18.0,1,masculino,morto,1,Não Prioritário
506,33.0,2,feminino,sobrevivente,2,Prioritário
507,0.0,1,masculino,sobrevivente,0,Não Prioritário
508,28.0,3,masculino,morto,0,Não Prioritário
509,26.0,3,masculino,sobrevivente,0,Não Prioritário
510,29.0,3,masculino,sobrevivente,0,Não Prioritário
511,0.0,3,masculino,morto,0,Não Prioritário
512,36.0,1,masculino,sobrevivente,0,Não Prioritário
513,54.0,1,feminino,sobrevivente,1,Prioritário
514,24.0,3,masculino,morto,0,Não Prioritário
515,47.0,1,masculino,morto,0,Não Prioritário
516,34.0,2,feminino,sobrevivente,0,Prioritário
517,0.0,3,masculino,morto,0,Não Prioritário
518,36.0,2,feminino,sobrevivente,1,Prioritário
519,32.0,3,masculino,morto,0,Não Prioritário
520,30.0,1,feminino,sobrevivente,0,Prioritário
521,22.0,3,masculino,morto,0,Não Prioritário
522,0.0,3,masculino,morto,0,Não Prioritário
523,44.0,1,feminino,sobrevivente,1,Prioritário
524,0.0,3,masculino,morto,0,Não Prioritário
525,40.5,3,masculino,morto,0,Não Prioritário
526,50.0,2,feminino,sobrevivente,0,Prioritário
527,0.0,1,masculino,morto,0,Não Prioritário
528,39.0,3,masculino,morto,0,Não Prioritário
529,23.0,2,masculino,morto,3,Não Prioritário
530,2.0,2,feminino,sobrevivente,2,Prioritário
531,0.0,3,masculino,morto,0,Não Prioritário
532,17.0,3,masculino,morto,2,Não Prioritário
533,0.0,3,feminino,sobrevivente,2,Prioritário
534,30.0,3,feminino,morto,0,Prioritário
535,7.0,2,feminino,sobrevivente,2,Prioritário
536,45.0,1,masculino,morto,0,Não Prioritário
537,30.0,1,feminino,sobrevivente,0,Prioritário
538,0.0,3,masculino,morto,0,Não Prioritário
539,22.0,1,feminino,sobrevivente,2,Prioritário
540,36.0,1,feminino,sobrevivente,2,Prioritário
541,9.0,3,feminino,morto,6,Prioritário
542,11.0,3,feminino,morto,6,Prioritário
543,32.0,2,masculino,sobrevivente,1,Não Prioritário
544,50.0,1,masculino,morto,1,Não Prioritário
545,64.0,1,masculino,morto,0,Não Prioritário
546,19.0,2,feminino,sobrevivente,1,Prioritário
547,0.0,2,masculino,sobrevivente,0,Não Prioritário
548,33.0,3,masculino,morto,2,Não Prioritário
549,8.0,2,masculino,sobrevivente,2,Prioritário
550,17.0,1,masculino,sobrevivente,2,Não Prioritário
551,27.0,2,masculino,morto,0,Não Prioritário
552,0.0,3,masculino,morto,0,Não Prioritário
553,22.0,3,masculino,sobrevivente,0,Não Prioritário
554,22.0,3,feminino,sobrevivente,0,Prioritário
555,62.0,1,masculino,morto,0,Não Prioritário
556,48.0,1,feminino,sobrevivente,1,Prioritário
557,0.0,1,masculino,morto,0,Não Prioritário
558,39.0,1,feminino,sobrevivente,2,Prioritário
559,36.0,3,feminino,sobrevivente,1,Prioritário
560,0.0,3,masculino,morto,0,Não Prioritário
561,40.0,3,masculino,morto,0,Não Prioritário
562,28.0,2,masculino,morto,0,Não Prioritário
563,0.0,3,masculino,morto,0,Não Prioritário
564,0.0,3,feminino,morto,0,Prioritário
565,24.0,3,masculino,morto,2,Não Prioritário
566,19.0,3,masculino,morto,0,Não Prioritário
567,29.0,3,feminino,morto,4,Prioritário
568,0.0,3,masculino,morto,0,Não Prioritário
569,32.0,3,masculino,sobrevivente,0,Não Prioritário
570,62.0,2,masculino,sobrevivente,0,Não Prioritário
571,53.0,1,feminino,sobrevivente,2,Prioritário
572,36.0,1,masculino,sobrevivente,0,Não Prioritário
573,0.0,3,feminino,sobrevivente,0,Prioritário
574,16.0,3,masculino,morto,0,Não Prioritário
575,19.0,3,masculino,morto,0,Não Prioritário
576,34.0,2,feminino,sobrevivente,0,Prioritário
577,39.0,1,feminino,sobrevivente,1,Prioritário
578,0.0,3,feminino,morto,1,Prioritário
579,32.0,3,masculino,sobrevivente,0,Não Prioritário
580,25.0,2,feminino,sobrevivente,2,Prioritário
581,39.0,1,feminino,sobrevivente,2,Prioritário
582,54.0,2,masculino,morto,0,Não Prioritário
583,36.0,1,masculino,morto,0,Não Prioritário
584,0.0,3,masculino,morto,0,Não Prioritário
585,18.0,1,feminino,sobrevivente,2,Prioritário
586,47.0,2,masculino,morto,0,Não Prioritário
587,60.0,1,masculino,sobrevivente,2,Não Prioritário
588,22.0,3,masculino,morto,0,Não Prioritário
589,0.0,3,masculino,morto,0,Não Prioritário
590,35.0,3,masculino,morto,0,Não Prioritário
591,52.0,1,feminino,sobrevivente,1,Prioritário
592,47.0,3,masculino,morto,0,Não Prioritário
593,0.0,3,feminino,morto,2,Prioritário
594,37.0,2,masculino,morto,1,Não Prioritário
595,36.0,3,masculino,morto,2,Não Prioritário
596,0.0,2,feminino,sobrevivente,0,Prioritário
597,49.0,3,masculino,morto,0,Não Prioritário
598,0.0,3,masculino,morto,0,Não Prioritário
599,49.0,1,masculino,sobrevivente,1,Não Prioritário
600,24.0,2,feminino,sobrevivente,3,Prioritário
601,0.0,3,masculino,morto,0,Não Prioritário
602,0.0,1,masculino,morto,0,Não Prioritário
603,44.0,3,masculino,morto,0,Não Prioritário
604,35.0,1,masculino,sobrevivente,0,Não Prioritário
605,36.0,3,masculino,morto,1,Não Prioritário
606,30.0,3,masculino,morto,0,Não Prioritário
607,27.0,1,masculino,sobrevivente,0,Não Prioritário
608,22.0,2,feminino,sobrevivente,3,Prioritário
609,40.0,1,feminino,sobrevivente,0,Prioritário
610,39.0,3,feminino,morto,6,Prioritário
611,0.0,3,masculino,morto,0,Não Prioritário
612,0.0,3,feminino,sobrevivente,1,Prioritário
613,0.0,3,masculino,morto,0,Não Prioritário
614,35.0,3,masculino,morto,0,Não Prioritário
615,24.0,2,feminino,sobrevivente,3,Prioritário
616,34.0,3,masculino,morto,2,Não Prioritário
617,26.0,3,feminino,morto,1,Prioritário
618,4.0,2,feminino,sobrevivente,3,Prioritário
619,26.0,2,masculino,morto,0,Não Prioritário
620,27.0,3,masculino,morto,1,Não Prioritário
621,42.0,1,masculino,sobrevivente,1,Não Prioritário
622,20.0,3,masculino,sobrevivente,2,Não Prioritário
623,21.0,3,masculino,morto,0,Não Prioritário
624,21.0,3,masculino,morto,0,Não Prioritário
625,61.0,1,masculino,morto,0,Não Prioritário
626,57.0,2,masculino,morto,0,Não Prioritário
627,21.0,1,feminino,sobrevivente,0,Prioritário
628,26.0,3,masculino,morto,0,Não Prioritário
629,0.0,3,masculino,morto,0,Não Prioritário
630,80.0,1,masculino,sobrevivente,0,Não Prioritário
631,51.0,3,masculino,morto,0,Não Prioritário
632,32.0,1,masculino,sobrevivente,0,Não Prioritário
633,0.0,1,masculino,morto,0,Não Prioritário
634,9.0,3,feminino,morto,5,Prioritário
635,28.0,2,feminino,sobrevivente,0,Prioritário
636,32.0,3,masculino,morto,0,Não Prioritário
637,31.0,2,masculino,morto,2,Não Prioritário
638,41.0,3,feminino,morto,5,Prioritário
639,0.0,3,masculino,morto,1,Não Prioritário
640,20.0,3,masculino,morto,0,Não Prioritário
641,24.0,1,feminino,sobrevivente,0,Prioritário
642,2.0,3,feminino,morto,5,Prioritário
643,0.0,3,masculino,sobrevivente,0,Não Prioritário
644,0.75,3,feminino,sobrevivente,3,Prioritário
645,48.0,1,masculino,sobrevivente,1,Não Prioritário
646,19.0,3,masculino,morto,0,Não Prioritário
647,56.0,1,masculino,sobrevivente,0,Não Prioritário
648,0.0,3,masculino,morto,0,Não Prioritário
649,23.0,3,feminino,sobrevivente,0,Prioritário
650,0.0,3,masculino,morto,0,Não Prioritário
651,18.0,2,feminino,sobrevivente,1,Prioritário
652,21.0,3,masculino,morto,0,Não Prioritário
653,0.0,3,feminino,sobrevivente,0,Prioritário
654,18.0,3,feminino,morto,0,Prioritário
655,24.0,2,masculino,morto,2,Não Prioritário
656,0.0,3,masculino,morto,0,Não Prioritário
657,32.0,3,feminino,morto,2,Prioritário
658,23.0,2,masculino,morto,0,Não Prioritário
659,58.0,1,masculino,morto,2,Não Prioritário
660,50.0,1,masculino,sobrevivente,2,Não Prioritário
661,40.0,3,masculino,morto,0,Não Prioritário
662,47.0,1,masculino,morto,0,Não Prioritário
663,36.0,3,masculino,morto,0,Não Prioritário
664,20.0,3,masculino,sobrevivente,1,Não Prioritário
665,32.0,2,masculino,morto,2,Não Prioritário
666,25.0,2,masculino,morto,0,Não Prioritário
667,0.0,3,masculino,morto,0,Não Prioritário
668,43.0,3,masculino,morto,0,Não Prioritário
669,0.0,1,feminino,sobrevivente,1,Prioritário
670,40.0,2,feminino,sobrevivente,2,Prioritário
671,31.0,1,masculino,morto,1,Não Prioritário
672,70.0,2,masculino,morto,0,Não Prioritário
673,31.0,2,masculino,sobrevivente,0,Não Prioritário
674,0.0,2,masculino,morto,0,Não Prioritário
675,18.0,3,masculino,morto,0,Não Prioritário
676,24.5,3,masculino,morto,0,Não Prioritário
677,18.0,3,feminino,sobrevivente,0,Prioritário
678,43.0,3,feminino,morto,7,Prioritário
679,36.0,1,masculino,sobrevivente,1,Não Prioritário
680,0.0,3,feminino,morto,0,Prioritário
681,27.0,1,masculino,sobrevivente,0,Não Prioritário
682,20.0,3,masculino,morto,0,Não Prioritário
683,14.0,3,masculino,morto,7,Prioritário
684,60.0,2,masculino,morto,2,Não Prioritário
685,25.0,2,masculino,morto,3,Não Prioritário
686,14.0,3,masculino,morto,5,Prioritário
687,19.0,3,masculino,morto,0,Não Prioritário
688,18.0,3,masculino,morto,0,Não Prioritário
689,15.0,1,feminino,sobrevivente,1,Prioritário
690,31.0,1,masculino,sobrevivente,1,Não Prioritário
691,4.0,3,feminino,sobrevivente,1,Prioritário
692,0.0,3,masculino,sobrevivente,0,Não Prioritário
693,25.0,3,masculino,morto,0,Não Prioritário
694,60.0,1,masculino,morto,0,Não Prioritário
695,52.0,2,masculino,morto,0,Não Prioritário
696,44.0,3,masculino,morto,0,Não Prioritário
697,0.0,3,feminino,sobrevivente,0,Prioritário
698,49.0,1,masculino,morto,2,Não Prioritário
699,42.0,3,masculino,morto,0,Não Prioritário
700,18.0,1,feminino,sobrevivente,1,Prioritário
701,35.0,1,masculino,sobrevivente,0,Não Prioritário
702,18.0,3,feminino,morto,1,Prioritário
703,25.0,3,masculino,morto,0,Não Prioritário
704,26.0,3,masculino,morto,1,Não Prioritário
705,39.0,2,masculino,morto,0,Não Prioritário
706,45.0,2,feminino,sobrevivente,0,Prioritário
707,42.0,1,masculino,sobrevivente,0,Não Prioritário
708,22.0,1,feminino,sobrevivente,0,Prioritário
709,0.0,3,masculino,sobrevivente,2,Não Prioritário
710,24.0,1,feminino,sobrevivente,0,Prioritário
711,0.0,1,masculino,morto,0,Não Prioritário
712,48.0,1,masculino,sobrevivente,1,Não Prioritário
713,29.0,3,masculino,morto,0,Não Prioritário
714,52.0,2,masculino,morto,0,Não Prioritário
715,19.0,3,masculino,morto,0,Não Prioritário
716,38.0,1,feminino,sobrevivente,0,Prioritário
717,27.0,2,feminino,sobrevivente,0,Prioritário
718,0.0,3,masculino,morto,0,Não Prioritário
719,33.0,3,masculino,morto,0,Não Prioritário
720,6.0,2,feminino,sobrevivente,1,Prioritário
721,17.0,3,masculino,morto,1,Não Prioritário
722,34.0,2,masculino,morto,0,Não Prioritário
723,50.0,2,masculino,morto,0,Não Prioritário
724,27.0,1,masculino,sobrevivente,1,Não Prioritário
725,20.0,3,masculino,morto,0,Não Prioritário
726,30.0,2,feminino,sobrevivente,3,Prioritário
727,0.0,3,feminino,sobrevivente,0,Prioritário
728,25.0,2,masculino,morto,1,Não Prioritário
729,25.0,3,feminino,morto,1,Prioritário
730,29.0,1,feminino,sobrevivente,0,Prioritário
731,11.0,3,masculino,morto,0,Prioritário
732,0.0,2,masculino,morto,0,Não Prioritário
733,23.0,2,masculino,morto,0,Não Prioritário
734,23.0,2,masculino,morto,0,Não Prioritário
735,28.5,3,masculino,morto,0,Não Prioritário
736,48.0,3,feminino,morto,4,Prioritário
737,35.0,1,masculino,sobrevivente,0,Não Prioritário
738,0.0,3,masculino,morto,0,Não Prioritário
739,0.0,3,masculino,morto,0,Não Prioritário
740,0.0,1,masculino,sobrevivente,0,Não Prioritário
741,36.0,1,masculino,morto,1,Não Prioritário
742,21.0,1,feminino,sobrevivente,4,Prioritário
743,24.0,3,masculino,morto,1,Não Prioritário
744,31.0,3,masculino,sobrevivente,0,Não Prioritário
745,70.0,1,masculino,morto,2,Não Prioritário
746,16.0,3,masculino,morto,2,Não Prioritário
747,30.0,2,feminino,sobrevivente,0,Prioritário
748,19.0,1,masculino,morto,1,Não Prioritário
749,31.0,3,masculino,morto,0,Não Prioritário
750,4.0,2,feminino,sobrevivente,2,Prioritário
751,6.0,3,masculino,sobrevivente,1,Prioritário
752,33.0,3,masculino,morto,0,Não Prioritário
753,23.0,3,masculino,morto,0,Não Prioritário
754,48.0,2,feminino,sobrevivente,3,Prioritário
755,0.67,2,masculino,sobrevivente,2,Prioritário
756,28.0,3,masculino,morto,0,Não Prioritário
757,18.0,2,masculino,morto,0,Não Prioritário
758,34.0,3,masculino,morto,0,Não Prioritário
759,33.0,1,feminino,sobrevivente,0,Prioritário
760,0.0,3,masculino,morto,0,Não Prioritário
761,41.0,3,masculino,morto,0,Não Prioritário
762,20.0,3,masculino,sobrevivente,0,Não Prioritário
763,36.0,1,feminino,sobrevivente,3,Prioritário
764,16.0,3,masculino,morto,0,Não Prioritário
765,51.0,1,feminino,sobrevivente,1,Prioritário
766,0.0,1,masculino,morto,0,Não Prioritário
767,30.5,3,feminino,morto,0,Prioritário
768,0.0,3,masculino,morto,1,Não Prioritário
769,32.0,3,masculino,morto,0,Não Prioritário
770,24.0,3,masculino,morto,0,Não Prioritário
771,48.0,3,masculino,morto,0,Não Prioritário
772,57.0,2,feminino,morto,0,Prioritário
773,0.0,3,masculino,morto,0,Não Prioritário
774,54.0,2,feminino,sobrevivente,4,Prioritário
775,18.0,3,masculino,morto,0,Não Prioritário
776,0.0,3,masculino,morto,0,Não Prioritário
777,5.0,3,feminino,sobrevivente,0,Prioritário
778,0.0,3,masculino,morto,0,Não Prioritário
779,43.0,1,feminino,sobrevivente,1,Prioritário
780,13.0,3,feminino,sobrevivente,0,Prioritário
781,17.0,1,feminino,sobrevivente,1,Prioritário
782,29.0,1,masculino,morto,0,Não Prioritário
783,0.0,3,masculino,morto,3,Não Prioritário
784,25.0,3,masculino,morto,0,Não Prioritário
785,25.0,3,masculino,morto,0,Não Prioritário
786,18.0,3,feminino,sobrevivente,0,Prioritário
787,8.0,3,masculino,morto,5,Prioritário
788,1.0,3,masculino,sobrevivente,3,Prioritário
789,46.0,1,masculino,morto,0,Não Prioritário
790,0.0,3,masculino,morto,0,Não Prioritário
791,16.0,2,masculino,morto,0,Não Prioritário
792,0.0,3,feminino,morto,10,Prioritário
793,0.0,1,masculino,morto,0,Não Prioritário
794,25.0,3,masculino,morto,0,Não Prioritário
795,39.0,2,masculino,morto,0,Não Prioritário
796,49.0,1,feminino,sobrevivente,0,Prioritário
797,31.0,3,feminino,sobrevivente,0,Prioritário
798,30.0,3,masculino,morto,0,Não Prioritário
799,30.0,3,feminino,morto,2,Prioritário
800,34.0,2,masculino,morto,0,Não Prioritário
801,31.0,2,feminino,sobrevivente,2,Prioritário
802,11.0,1,masculino,sobrevivente,3,Prioritário
803,0.42,3,masculino,sobrevivente,1,Prioritário
804,27.0,3,masculino,sobrevivente,0,Não Prioritário
805,31.0,3,masculino,morto,0,Não Prioritário
806,39.0,1,masculino,morto,0,Não Prioritário
807,18.0,3,feminino,morto,0,Prioritário
808,39.0,2,masculino,morto,0,Não Prioritário
809,33.0,1,feminino,sobrevivente,1,Prioritário
810,26.0,3,masculino,morto,0,Não Prioritário
811,39.0,3,masculino,morto,0,Não Prioritário
812,35.0,2,masculino,morto,0,Não Prioritário
813,6.0,3,feminino,morto,6,Prioritário
814,30.5,3,masculino,morto,0,Não Prioritário
815,0.0,1,masculino,morto,0,Não Prioritário
816,23.0,3,feminino,morto,0,Prioritário
817,31.0,2,masculino,morto,2,Não Prioritário
818,43.0,3,masculino,morto,0,Não Prioritário
819,10.0,3,masculino,morto,5,Prioritário
820,52.0,1,feminino,sobrevivente,2,Prioritário
821,27.0,3,masculino,sobrevivente,0,Não Prioritário
822,38.0,1,masculino,morto,0,Não Prioritário
823,27.0,3,feminino,sobrevivente,1,Prioritário
824,2.0,3,masculino,morto,5,Prioritário
825,0.0,3,masculino,morto,0,Não Prioritário
826,0.0,3,masculino,morto,0,Não Prioritário
827,1.0,2,masculino,sobrevivente,2,Prioritário
828,0.0,3,masculino,sobrevivente,0,Não Prioritário
829,62.0,1,feminino,sobrevivente,0,Prioritário
830,15.0,3,feminino,sobrevivente,1,Prioritário
831,0.83,2,masculino,sobrevivente,2,Prioritário
832,0.0,3,masculino,morto,0,Não Prioritário
833,23.0,3,masculino,morto,0,Não Prioritário
834,18.0,3,masculino,morto,0,Não Prioritário
835,39.0,1,feminino,sobrevivente,2,Prioritário
836,21.0,3,masculino,morto,0,Não Prioritário
837,0.0,3,masculino,morto,0,Não Prioritário
838,32.0,3,masculino,sobrevivente,0,Não Prioritário
839,0.0,1,masculino,sobrevivente,0,Não Prioritário
840,20.0,3,masculino,morto,0,Não Prioritário
841,16.0,2,masculino,morto,0,Não Prioritário
842,30.0,1,feminino,sobrevivente,0,Prioritário
843,34.5,3,masculino,morto,0,Não Prioritário
844,17.0,3,masculino,morto,0,Não Prioritário
845,42.0,3,masculino,morto,0,Não Prioritário
846,0.0,3,masculino,morto,10,Não Prioritário
847,35.0,3,masculino,morto,0,Não Prioritário
848,28.0,2,masculino,morto,1,Não Prioritário
849,0.0,1,feminino,sobrevivente,1,Prioritário
850,4.0,3,masculino,morto,6,Prioritário
851,74.0,3,masculino,morto,0,Não Prioritário
852,9.0,3,feminino,morto,2,Prioritário
853,16.0,1,feminino,sobrevivente,1,Prioritário
854,44.0,2,feminino,morto,1,Prioritário
855,18.0,3,feminino,sobrevivente,1,Prioritário
856,45.0,1,feminino,sobrevivente,2,Prioritário
857,51.0,1,masculino,sobrevivente,0,Não Prioritário
858,24.0,3,feminino,sobrevivente,3,Prioritário
859,0.0,3,masculino,morto,0,Não Prioritário
860,41.0,3,masculino,morto,2,Não Prioritário
861,21.0,2,masculino,morto,1,Não Prioritário
862,48.0,1,feminino,sobrevivente,0,Prioritário
863,0.0,3,feminino,morto,10,Prioritário
864,24.0,2,masculino,morto,0,Não Prioritário
865,42.0,2,feminino,sobrevivente,0,Prioritário
866,27.0,2,feminino,sobrevivente,1,Prioritário
867,31.0,1,masculino,morto,0,Não Prioritário
868,0.0,3,masculino,morto,0,Não Prioritário
869,4.0,3,masculino,sobrevivente,2,Prioritário
